value	description	codesystem	code	iri
Primary membranoproliferative glomerulonephritis	Primary membranoproliferative glomerulonephritis	Orphanet	54370	http://www.orpha.net/ORDO/Orphanet_54370
Hepatocellular adenoma	Hepatocellular adenoma	Orphanet	54272	http://www.orpha.net/ORDO/Orphanet_54272
Atelosteogenesis type II	Atelosteogenesis type II	Orphanet	56304	http://www.orpha.net/ORDO/Orphanet_56304
Serous cystadenoma of childhood	Serous cystadenoma of childhood	Orphanet	563666	http://www.orpha.net/ORDO/Orphanet_563666
Atelosteogenesis type III	Atelosteogenesis type III	Orphanet	56305	http://www.orpha.net/ORDO/Orphanet_56305
Isolated exencephaly	Isolated exencephaly	Orphanet	563612	http://www.orpha.net/ORDO/Orphanet_563612
Isolated anencephaly	Isolated anencephaly	Orphanet	563609	http://www.orpha.net/ORDO/Orphanet_563609
Carcinoma of gallbladder and extrahepatic biliary tract	Carcinoma of gallbladder and extrahepatic biliary tract	Orphanet	56044	http://www.orpha.net/ORDO/Orphanet_56044
Seronegative autoimmune hepatitis	Seronegative autoimmune hepatitis	Orphanet	563589	http://www.orpha.net/ORDO/Orphanet_563589
Chondrosarcoma	Chondrosarcoma	Orphanet	55880	http://www.orpha.net/ORDO/Orphanet_55880
Autoimmune hepatitis type 2	Autoimmune hepatitis type 2	Orphanet	563581	http://www.orpha.net/ORDO/Orphanet_563581
Adamantinoma	Adamantinoma	Orphanet	55881	http://www.orpha.net/ORDO/Orphanet_55881
Autoimmune hepatitis type 1	Autoimmune hepatitis type 1	Orphanet	563576	http://www.orpha.net/ORDO/Orphanet_563576
Hypotrichosis simplex	Hypotrichosis simplex	Orphanet	55654	http://www.orpha.net/ORDO/Orphanet_55654
Pneumococcal meningitis	Pneumococcal meningitis	Orphanet	55655	http://www.orpha.net/ORDO/Orphanet_55655
Other metabolic disease with skin involvement	Other metabolic disease with skin involvement	Orphanet	79217	http://www.orpha.net/ORDO/Orphanet_79217
Oligosaccharidosis	Oligosaccharidosis	Orphanet	79215	http://www.orpha.net/ORDO/Orphanet_79215
Disorder of biogenic amine metabolism and transport	Disorder of biogenic amine metabolism and transport	Orphanet	79214	http://www.orpha.net/ORDO/Orphanet_79214
Metabolic disease involving other neurotransmitter deficiency	Metabolic disease involving other neurotransmitter deficiency	Orphanet	79219	http://www.orpha.net/ORDO/Orphanet_79219
Laminin subunit alpha 2-related limb-girdle muscular dystrophy R23	Laminin subunit alpha 2-related limb-girdle muscular dystrophy R23	Orphanet	565837	http://www.orpha.net/ORDO/Orphanet_565837
Craniosynostosis-microretrognathia-severe intellectual disability syndrome	Craniosynostosis-microretrognathia-severe intellectual disability syndrome	Orphanet	565858	http://www.orpha.net/ORDO/Orphanet_565858
Disorder of lysosomal amino acid transport	Disorder of lysosomal amino acid transport	Orphanet	79207	http://www.orpha.net/ORDO/Orphanet_79207
Infantile inflammatory bowel disease with neurological involvement	Infantile inflammatory bowel disease with neurological involvement	Orphanet	565788	http://www.orpha.net/ORDO/Orphanet_565788
Mucopolysaccharidosis	Mucopolysaccharidosis	Orphanet	79213	http://www.orpha.net/ORDO/Orphanet_79213
Mucolipidosis	Mucolipidosis	Orphanet	79212	http://www.orpha.net/ORDO/Orphanet_79212
POMGNT2-related limb-girdle muscular dystrophy R24	POMGNT2-related limb-girdle muscular dystrophy R24	Orphanet	565899	http://www.orpha.net/ORDO/Orphanet_565899
Calpain-3-related limb-girdle muscular dystrophy D4	Calpain-3-related limb-girdle muscular dystrophy D4	Orphanet	565909	http://www.orpha.net/ORDO/Orphanet_565909
Hypoxanthine guanine phosphoribosyltransferase partial deficiency	Hypoxanthine guanine phosphoribosyltransferase partial deficiency	Orphanet	79233	http://www.orpha.net/ORDO/Orphanet_79233
Hemochromatosis type 2	Hemochromatosis type 2	Orphanet	79230	http://www.orpha.net/ORDO/Orphanet_79230
Galactokinase deficiency	Galactokinase deficiency	Orphanet	79237	http://www.orpha.net/ORDO/Orphanet_79237
CEBPE-associated autoinflammation-immunodeficiency-neutrophil dysfunction syndrome	CEBPE-associated autoinflammation-immunodeficiency-neutrophil dysfunction syndrome	Orphanet	566067	http://www.orpha.net/ORDO/Orphanet_566067
Crigler-Najjar syndrome type 1	Crigler-Najjar syndrome type 1	Orphanet	79234	http://www.orpha.net/ORDO/Orphanet_79234
Crigler-Najjar syndrome type 2	Crigler-Najjar syndrome type 2	Orphanet	79235	http://www.orpha.net/ORDO/Orphanet_79235
Disorder of purine or pyrimidine metabolism	Disorder of purine or pyrimidine metabolism	Orphanet	79224	http://www.orpha.net/ORDO/Orphanet_79224
Sphingolipidosis	Sphingolipidosis	Orphanet	79225	http://www.orpha.net/ORDO/Orphanet_79225
Sterol metabolism disorder	Sterol metabolism disorder	Orphanet	79226	http://www.orpha.net/ORDO/Orphanet_79226
Disorder of ketolysis	Disorder of ketolysis	Orphanet	79183	http://www.orpha.net/ORDO/Orphanet_79183
Disorder of ornithine or proline metabolism	Disorder of ornithine or proline metabolism	Orphanet	79185	http://www.orpha.net/ORDO/Orphanet_79185
Disorder of peptide metabolism	Disorder of peptide metabolism	Orphanet	79187	http://www.orpha.net/ORDO/Orphanet_79187
Disorder of pentose phosphate metabolism	Disorder of pentose phosphate metabolism	Orphanet	79186	http://www.orpha.net/ORDO/Orphanet_79186
Peroxisome biogenesis disorder	Peroxisome biogenesis disorder	Orphanet	79189	http://www.orpha.net/ORDO/Orphanet_79189
Peroxisomal beta-oxidation disorder	Peroxisomal beta-oxidation disorder	Orphanet	79188	http://www.orpha.net/ORDO/Orphanet_79188
Disorder of gamma-aminobutyric acid metabolism	Disorder of gamma-aminobutyric acid metabolism	Orphanet	79175	http://www.orpha.net/ORDO/Orphanet_79175
Disorder of fatty acid oxidation and ketone body metabolism	Disorder of fatty acid oxidation and ketone body metabolism	Orphanet	79174	http://www.orpha.net/ORDO/Orphanet_79174
Gluconeogenesis disorder	Gluconeogenesis disorder	Orphanet	79177	http://www.orpha.net/ORDO/Orphanet_79177
Disorder of glycerol metabolism	Disorder of glycerol metabolism	Orphanet	79179	http://www.orpha.net/ORDO/Orphanet_79179
Glucose transport disorder	Glucose transport disorder	Orphanet	79178	http://www.orpha.net/ORDO/Orphanet_79178
Disorder of histidine metabolism	Disorder of histidine metabolism	Orphanet	79181	http://www.orpha.net/ORDO/Orphanet_79181
Disorder of energy metabolism	Disorder of energy metabolism	Orphanet	79200	http://www.orpha.net/ORDO/Orphanet_79200
Combined oxidative phosphorylation defect type 39	Combined oxidative phosphorylation defect type 39	Orphanet	565624	http://www.orpha.net/ORDO/Orphanet_565624
Triglyceride deposit cardiomyovasculopathy	Triglyceride deposit cardiomyovasculopathy	Orphanet	565612	http://www.orpha.net/ORDO/Orphanet_565612
Glycogen storage disease	Glycogen storage disease	Orphanet	79201	http://www.orpha.net/ORDO/Orphanet_79201
Rare disorder potentially indicated for transplant or complication after transplantation	Rare disorder potentially indicated for transplant or complication after transplantation	Orphanet	565779	http://www.orpha.net/ORDO/Orphanet_565779
Primary desmosis coli	Primary desmosis coli	Orphanet	565641	http://www.orpha.net/ORDO/Orphanet_565641
Lipid storage disease	Lipid storage disease	Orphanet	79204	http://www.orpha.net/ORDO/Orphanet_79204
Methotrexate toxicity	Methotrexate toxicity	Orphanet	565782	http://www.orpha.net/ORDO/Orphanet_565782
Disorder of phenylalanin or tyrosine metabolism	Disorder of phenylalanin or tyrosine metabolism	Orphanet	79190	http://www.orpha.net/ORDO/Orphanet_79190
Disorder of purine metabolism	Disorder of purine metabolism	Orphanet	79191	http://www.orpha.net/ORDO/Orphanet_79191
Disorder of pyridoxine metabolism	Disorder of pyridoxine metabolism	Orphanet	79192	http://www.orpha.net/ORDO/Orphanet_79192
Disorder of pyrimidine metabolism	Disorder of pyrimidine metabolism	Orphanet	79193	http://www.orpha.net/ORDO/Orphanet_79193
Disorder of serine or glycine metabolism	Disorder of serine or glycine metabolism	Orphanet	79194	http://www.orpha.net/ORDO/Orphanet_79194
Sterol biosynthesis disorder	Sterol biosynthesis disorder	Orphanet	79195	http://www.orpha.net/ORDO/Orphanet_79195
Disorder of the gamma-glutamyl cycle	Disorder of the gamma-glutamyl cycle	Orphanet	79196	http://www.orpha.net/ORDO/Orphanet_79196
Disorder of branched-chain amino acid metabolism	Disorder of branched-chain amino acid metabolism	Orphanet	79197	http://www.orpha.net/ORDO/Orphanet_79197
2-methylbutyryl-CoA dehydrogenase deficiency	2-methylbutyryl-CoA dehydrogenase deficiency	Orphanet	79157	http://www.orpha.net/ORDO/Orphanet_79157
Seizures-intellectual disability due to hydroxylysinuria syndrome	Seizures-intellectual disability due to hydroxylysinuria syndrome	Orphanet	79156	http://www.orpha.net/ORDO/Orphanet_79156
Hydroxykynureninuria	Hydroxykynureninuria	Orphanet	79155	http://www.orpha.net/ORDO/Orphanet_79155
2-aminoadipic 2-oxoadipic aciduria	2-aminoadipic 2-oxoadipic aciduria	Orphanet	79154	http://www.orpha.net/ORDO/Orphanet_79154
Idiopathic trachyonychia	Idiopathic trachyonychia	Orphanet	79153	http://www.orpha.net/ORDO/Orphanet_79153
Disseminated superficial actinic porokeratosis	Disseminated superficial actinic porokeratosis	Orphanet	79152	http://www.orpha.net/ORDO/Orphanet_79152
Acrokeratosis verruciformis of Hopf	Acrokeratosis verruciformis of Hopf	Orphanet	79151	http://www.orpha.net/ORDO/Orphanet_79151
Linear and whorled nevoid hypermelanosis	Linear and whorled nevoid hypermelanosis	Orphanet	79150	http://www.orpha.net/ORDO/Orphanet_79150
Dermochondrocorneal dystrophy	Dermochondrocorneal dystrophy	Orphanet	79149	http://www.orpha.net/ORDO/Orphanet_79149
Elastosis perforans serpiginosa	Elastosis perforans serpiginosa	Orphanet	79148	http://www.orpha.net/ORDO/Orphanet_79148
Familial reactive perforating collagenosis	Familial reactive perforating collagenosis	Orphanet	79147	http://www.orpha.net/ORDO/Orphanet_79147
Familial progressive hyperpigmentation	Familial progressive hyperpigmentation	Orphanet	79146	http://www.orpha.net/ORDO/Orphanet_79146
Dowling-Degos disease	Dowling-Degos disease	Orphanet	79145	http://www.orpha.net/ORDO/Orphanet_79145
Isolated congenital onychodysplasia	Isolated congenital onychodysplasia	Orphanet	79144	http://www.orpha.net/ORDO/Orphanet_79144
Isolated congenital anonychia	Isolated congenital anonychia	Orphanet	79143	http://www.orpha.net/ORDO/Orphanet_79143
NON RARE IN EUROPE: Familial Dupuytren contracture	NON RARE IN EUROPE: Familial Dupuytren contracture	Orphanet	79142	http://www.orpha.net/ORDO/Orphanet_79142
Creatine deficiency syndrome	Creatine deficiency syndrome	Orphanet	79172	http://www.orpha.net/ORDO/Orphanet_79172
Disorder of methionine cycle and sulfur amino acid metabolism	Disorder of methionine cycle and sulfur amino acid metabolism	Orphanet	79173	http://www.orpha.net/ORDO/Orphanet_79173
Disorder of cobalamin metabolism and transport	Disorder of cobalamin metabolism and transport	Orphanet	79171	http://www.orpha.net/ORDO/Orphanet_79171
Disorder of bile acid synthesis	Disorder of bile acid synthesis	Orphanet	79168	http://www.orpha.net/ORDO/Orphanet_79168
Disorder of neurotransmitter metabolism and transport	Disorder of neurotransmitter metabolism and transport	Orphanet	79169	http://www.orpha.net/ORDO/Orphanet_79169
Disorder of amino acid absorption and transport	Disorder of amino acid absorption and transport	Orphanet	79166	http://www.orpha.net/ORDO/Orphanet_79166
Disorder of urea cycle metabolism and ammonia detoxification	Disorder of urea cycle metabolism and ammonia detoxification	Orphanet	79167	http://www.orpha.net/ORDO/Orphanet_79167
Classic organic aciduria	Classic organic aciduria	Orphanet	79163	http://www.orpha.net/ORDO/Orphanet_79163
Disorder of carbohydrate metabolism	Disorder of carbohydrate metabolism	Orphanet	79161	http://www.orpha.net/ORDO/Orphanet_79161
Cerebral organic aciduria	Cerebral organic aciduria	Orphanet	79158	http://www.orpha.net/ORDO/Orphanet_79158
Isobutyryl-CoA dehydrogenase deficiency	Isobutyryl-CoA dehydrogenase deficiency	Orphanet	79159	http://www.orpha.net/ORDO/Orphanet_79159
Developmental malformations-deafness-dystonia syndrome	Developmental malformations-deafness-dystonia syndrome	Orphanet	79107	http://www.orpha.net/ORDO/Orphanet_79107
Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha	Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha	Orphanet	566231	http://www.orpha.net/ORDO/Orphanet_566231
Eiken syndrome	Eiken syndrome	Orphanet	79106	http://www.orpha.net/ORDO/Orphanet_79106
Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta	Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta	Orphanet	566243	http://www.orpha.net/ORDO/Orphanet_566243
Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome	Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome	Orphanet	79118	http://www.orpha.net/ORDO/Orphanet_79118
Acute mast cell leukemia	Acute mast cell leukemia	Orphanet	566393	http://www.orpha.net/ORDO/Orphanet_566393
Mandibulofacial dysostosis-microcephaly syndrome	Mandibulofacial dysostosis-microcephaly syndrome	Orphanet	79113	http://www.orpha.net/ORDO/Orphanet_79113
Thyrotoxic periodic paralysis	Thyrotoxic periodic paralysis	Orphanet	79102	http://www.orpha.net/ORDO/Orphanet_79102
Myxofibrosarcoma	Myxofibrosarcoma	Orphanet	79105	http://www.orpha.net/ORDO/Orphanet_79105
Interstitial granulomatous dermatitis with arthritis	Interstitial granulomatous dermatitis with arthritis	Orphanet	79099	http://www.orpha.net/ORDO/Orphanet_79099
Sympathetic ophthalmia	Sympathetic ophthalmia	Orphanet	79098	http://www.orpha.net/ORDO/Orphanet_79098
Hyperprolinemia type 2	Hyperprolinemia type 2	Orphanet	79101	http://www.orpha.net/ORDO/Orphanet_79101
Congenital autosomal recessive small-platelet thrombocytopenia	Congenital autosomal recessive small-platelet thrombocytopenia	Orphanet	566192	http://www.orpha.net/ORDO/Orphanet_566192
Atrophoderma vermiculata	Atrophoderma vermiculata	Orphanet	79100	http://www.orpha.net/ORDO/Orphanet_79100
Congenital bile acid synthesis defect type 4	Congenital bile acid synthesis defect type 4	Orphanet	79095	http://www.orpha.net/ORDO/Orphanet_79095
Grange syndrome	Grange syndrome	Orphanet	79094	http://www.orpha.net/ORDO/Orphanet_79094
Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome	Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome	Orphanet	566175	http://www.orpha.net/ORDO/Orphanet_566175
Folinic acid-responsive seizures	Folinic acid-responsive seizures	Orphanet	79097	http://www.orpha.net/ORDO/Orphanet_79097
Pyridoxal phosphate-responsive seizures	Pyridoxal phosphate-responsive seizures	Orphanet	79096	http://www.orpha.net/ORDO/Orphanet_79096
Bickerstaff brainstem encephalitis	Bickerstaff brainstem encephalitis	Orphanet	79138	http://www.orpha.net/ORDO/Orphanet_79138
Japanese encephalitis	Japanese encephalitis	Orphanet	79139	http://www.orpha.net/ORDO/Orphanet_79139
Cutaneous neuroendocrine carcinoma	Cutaneous neuroendocrine carcinoma	Orphanet	79140	http://www.orpha.net/ORDO/Orphanet_79140
Hereditary painful callosities	Hereditary painful callosities	Orphanet	79141	http://www.orpha.net/ORDO/Orphanet_79141
DEND syndrome	DEND syndrome	Orphanet	79134	http://www.orpha.net/ORDO/Orphanet_79134
Episodic ataxia type 3	Episodic ataxia type 3	Orphanet	79135	http://www.orpha.net/ORDO/Orphanet_79135
Episodic ataxia type 4	Episodic ataxia type 4	Orphanet	79136	http://www.orpha.net/ORDO/Orphanet_79136
Generalized epilepsy-paroxysmal dyskinesia syndrome	Generalized epilepsy-paroxysmal dyskinesia syndrome	Orphanet	79137	http://www.orpha.net/ORDO/Orphanet_79137
Trichodysplasia-amelogenesis imperfecta syndrome	Trichodysplasia-amelogenesis imperfecta syndrome	Orphanet	79129	http://www.orpha.net/ORDO/Orphanet_79129
Focal facial dermal dysplasia type I	Focal facial dermal dysplasia type I	Orphanet	79133	http://www.orpha.net/ORDO/Orphanet_79133
Hepatic veno-occlusive disease-immunodeficiency syndrome	Hepatic veno-occlusive disease-immunodeficiency syndrome	Orphanet	79124	http://www.orpha.net/ORDO/Orphanet_79124
Chronic mast cell leukemia	Chronic mast cell leukemia	Orphanet	566396	http://www.orpha.net/ORDO/Orphanet_566396
Acute interstitial pneumonia	Acute interstitial pneumonia	Orphanet	79126	http://www.orpha.net/ORDO/Orphanet_79126
Respiratory bronchiolitis-interstitial lung disease syndrome	Respiratory bronchiolitis-interstitial lung disease syndrome	Orphanet	79127	http://www.orpha.net/ORDO/Orphanet_79127
Lymphoid interstitial pneumonia	Lymphoid interstitial pneumonia	Orphanet	79128	http://www.orpha.net/ORDO/Orphanet_79128
Niemann-Pick disease type B	Niemann-Pick disease type B	Orphanet	77293	http://www.orpha.net/ORDO/Orphanet_77293
Odontoleukodystrophy	Odontoleukodystrophy	Orphanet	77295	http://www.orpha.net/ORDO/Orphanet_77295
Gaucher disease type 3	Gaucher disease type 3	Orphanet	77261	http://www.orpha.net/ORDO/Orphanet_77261
Niemann-Pick disease type A	Niemann-Pick disease type A	Orphanet	77292	http://www.orpha.net/ORDO/Orphanet_77292
Anophthalmia/microphthalmia-esophageal atresia syndrome	Anophthalmia/microphthalmia-esophageal atresia syndrome	Orphanet	77298	http://www.orpha.net/ORDO/Orphanet_77298
Microphthalmia-brain atrophy syndrome	Microphthalmia-brain atrophy syndrome	Orphanet	77299	http://www.orpha.net/ORDO/Orphanet_77299
Morgagni-Stewart-Morel syndrome	Morgagni-Stewart-Morel syndrome	Orphanet	77296	http://www.orpha.net/ORDO/Orphanet_77296
Majeed syndrome	Majeed syndrome	Orphanet	77297	http://www.orpha.net/ORDO/Orphanet_77297
Oculo-oto-facial dysplasia	Oculo-oto-facial dysplasia	Orphanet	77302	http://www.orpha.net/ORDO/Orphanet_77302
B-cell immunodeficiency-limb anomaly-urogenital malformation syndrome	B-cell immunodeficiency-limb anomaly-urogenital malformation syndrome	Orphanet	567502	http://www.orpha.net/ORDO/Orphanet_567502
Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome	Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome	Orphanet	77300	http://www.orpha.net/ORDO/Orphanet_77300
Monosomy 9q22.3	Monosomy 9q22.3	Orphanet	77301	http://www.orpha.net/ORDO/Orphanet_77301
Idiopathic multidrug-resistant nephrotic syndrome	Idiopathic multidrug-resistant nephrotic syndrome	Orphanet	567550	http://www.orpha.net/ORDO/Orphanet_567550
